2560 8 50 P 0
2561 9 50 P 0
2562 10 50 P 0
2563 11 50 P 0
2564 12 50 P 0
2565 13 50 P 0
2566 14 50 P 0
2567 15 50 P 0
2568 16 50 P 0
2569 17 50 P 0
2570 18 50 P 0
2571 19 50 P 0
2572 20 50 P 0
2573 21 50 P 0
2574 22 50 P 0
2575 23 50 P 0
2576 24 50 P 0
2577 25 50 P 0
2578 26 50 P 0
2579 27 50 P 0
2580 28 50 P 0
2581 29 50 P 0
2582 30 50 P 0
2583 31 50 P 0
2584 32 50 P 0
2585 33 50 P 0
2586 34 50 P 0
2587 35 50 P 0
2588 36 50 P 0
2589 37 50 P 0
2590 38 50 P 0
2591 39 50 P 0
2592 40 50 P 0
2593 41 50 P 0
2594 42 50 P 0
2595 43 50 P 0
2596 44 50 P 0
2597 45 50 P 0
2598 46 50 P 0
2599 47 50 P 0
2600 48 50 P 0
2601 49 50 P 0
2602 50 50 P 0
2603 50 49 P 0
2604 50 48 P 0
2605 50 47 P 0
2606 50 46 P 0
2607 50 45 P 0
2608 50 44 P 0
2609 50 43 P 0
2610 50 42 P 0
2611 50 41 P 0
2612 50 40 P 0
2613 50 39 P 0
2614 50 38 P 0
2615 50 37 P 0
2616 50 36 P 0
2617 50 35 P 0
2618 50 34 P 0
2619 50 33 P 0
2620 50 32 P 0
2621 50 31 P 0
2622 50 30 P 0
2623 50 29 P 0
2624 50 28 P 0
2625 50 27 P 0
2626 50 26 P 0
2627 50 25 P 0
2628 50 24 P 0
2629 50 23 P 0
2630 50 22 P 0
2631 50 21 P 0
2632 50 20 P 0
2633 50 19 P 0
2634 50 18 P 0
2635 50 17 P 0
2636 50 16 P 0
2637 50 15 P 0
2638 50 14 P 0
2639 50 13 P 0
2640 50 12 P 0
2641 50 11 P 0
2642 50 10 P 0
2643 50 9 P 0
2644 50 8 P 0
2645 50 7 P 0
2646 50 6 P 0
2647 50 5 P 0
2648 50 4 P 0
2649 50 3 P 0
2650 50 2 P 0
2651 50 1 P 0
2652 50 0 P 0
2653 50 -1 P 0
2654 49 -1 P 0
2655 48 -1 P 0
2656 47 -1 P 0
2657 46 -1 P 0
2658 45 -1 P 0
2659 44 -1 P 0
2660 43 -1 P 0
2661 42 -1 P 0
2662 41 -1 P 0
2663 40 -1 P 0
2664 39 -1 P 0
2665 38 -1 P 0
2666 37 -1 P 0
2667 36 -1 P 0
2668 35 -1 P 0
2669 34 -1 P 0
2670 33 -1 P 0
2671 32 -1 P 0
2672 31 -1 P 0
2673 30 -1 P 0
2674 29 -1 P 0
2675 28 -1 P 0
2676 27 -1 P 0
2677 26 -1 P 0
2678 25 -1 P 0
2679 24 -1 P 0
2680 23 -1 P 0
2681 22 -1 P 0
2682 21 -1 P 0
2683 20 -1 P 0
2684 19 -1 P 0
2685 18 -1 P 0
2686 17 -1 P 0
2687 16 -1 P 0
2688 15 -1 P 0
2689 14 -1 P 0
2690 13 -1 P 0
2691 12 -1 P 0
2692 11 -1 P 0
2693 10 -1 P 0
2694 9 -1 P 0
2695 8 -1 P 0
2696 7 -1 P 0
2697 6 -1 P 0
2698 5 -1 P 0
2699 4 -1 P 0
2700 3 -1 P 0
2701 2 -1 P 0
2702 1 -1 P 0
2703 0 -1 P 0
2500 -1 -1 P 0
2501 -1 0 P 0
2502 -1 1 P 0
2503 -1 2 P 0
2504 -1 3 P 0
2505 -1 4 P 0
2506 -1 5 P 0
2507 -1 6 P 0
2508 -1 7 P 0
2509 -1 8 P 0
2510 -1 9 P 0
2511 -1 10 P 0
2512 -1 11 P 0
2513 -1 12 P 0
2514 -1 13 P 0
2515 -1 14 P 0
2516 -1 15 P 0
2517 -1 16 P 0
2518 -1 17 P 0
2519 -1 18 P 0
2520 -1 19 P 0
2521 -1 20 P 0
2522 -1 21 P 0
2523 -1 22 P 0
2524 -1 23 P 0
2525 -1 24 P 0
2526 -1 25 P 0
2527 -1 26 P 0
2528 -1 27 P 0
2529 -1 28 P 0
2530 -1 29 P 0
2531 -1 30 P 0
2532 -1 31 P 0
2533 -1 32 P 0
2534 -1 33 P 0
2535 -1 34 P 0
2536 -1 35 P 0
2537 -1 36 P 0
2538 -1 37 P 0
2539 -1 38 P 0
2540 -1 39 P 0
2541 -1 40 P 0
2542 -1 41 P 0
2543 -1 42 P 0
2544 -1 43 P 0
2545 -1 44 P 0
2546 -1 45 P 0
2547 -1 46 P 0
2548 -1 47 P 0
2549 -1 48 P 0
2550 -1 49 P 0
2551 -1 50 P 0
2552 0 50 P 0
2553 1 50 P 0
2554 2 50 P 0
2555 3 50 P 0
2556 4 50 P 0
2557 5 50 P 0
2558 6 50 P 0
2559 7 50 P 0
