16532 18 128 P 0
16743 128 27 P 0
16853 46 -1 P 0
16451 -1 66 P 0
16876 23 -1 P 0
16721 128 49 P 0
16620 106 128 P 0
16559 45 128 P 0
16399 -1 14 P 0
16693 128 77 P 0
16401 -1 16 P 0
16671 128 99 P 0
16591 77 128 P 0
16514 0 128 P 0
16484 -1 99 P 0
16818 81 -1 P 0
16752 128 18 P 0
16795 104 -1 P 0
16454 -1 69 P 0
16854 45 -1 P 0
16762 128 8 P 0
16831 68 -1 P 0
16432 -1 47 P 0
16824 75 -1 P 0
16883 16 -1 P 0
16598 84 128 P 0
16434 -1 49 P 0
16537 23 128 P 0
16702 128 68 P 0
16412 -1 27 P 0
16513 -1 128 P 0
16625 111 128 P 0
16491 -1 106 P 0
16569 55 128 P 0
16421 -1 36 P 0
16461 -1 76 P 0
16780 119 -1 P 0
16755 128 15 P 0
16832 67 -1 P 0
16471 -1 86 P 0
16580 66 128 P 0
16809 90 -1 P 0
16733 128 37 P 0
16683 128 87 P 0
16524 10 128 P 0
16868 31 -1 P 0
16441 -1 56 P 0
16845 54 -1 P 0
16679 128 91 P 0
16897 2 -1 P 0
16657 128 113 P 0
16612 98 128 P 0
16551 37 128 P 0
16494 -1 109 P 0
16666 128 104 P 0
16504 -1 119 P 0
16639 125 128 P 0
16764 128 6 P 0
16583 69 128 P 0
16474 -1 89 P 0
16710 128 60 P 0
16810 89 -1 P 0
16420 -1 35 P 0
16787 112 -1 P 0
16688 128 82 P 0
16846 53 -1 P 0
16594 80 128 P 0
16823 76 -1 P 0
16390 -1 5 P 0
16698 128 72 P 0
16898 1 -1 P 0
16875 24 -1 P 0
16590 76 128 P 0
16660 128 110 P 0
16529 15 128 P 0
16511 -1 126 P 0
16741 128 29 P 0
16617 103 128 P 0
16449 -1 64 P 0
16719 128 51 P 0
16561 47 128 P 0
16427 -1 42 P 0
16729 128 41 P 0
16772 127 -1 P 0
16397 -1 12 P 0
16691 128 79 P 0
16572 58 128 P 0
16801 98 -1 P 0
16407 -1 22 P 0
16516 2 128 P 0
16860 39 -1 P 0
16669 128 101 P 0
16837 62 -1 P 0
16482 -1 97 P 0
16889 10 -1 P 0
16750 128 20 P 0
16604 90 128 P 0
16543 29 128 P 0
16393 -1 8 P 0
16460 -1 75 P 0
16760 128 10 P 0
16430 -1 45 P 0
16523 9 128 P 0
16738 128 32 P 0
16631 117 128 P 0
16440 -1 55 P 0
16700 128 70 P 0
16410 -1 25 P 0
16802 97 -1 P 0
16550 36 128 P 0
16779 120 -1 P 0
16838 61 -1 P 0
16815 84 -1 P 0
16890 9 -1 P 0
16638 124 128 P 0
16867 32 -1 P 0
16499 -1 114 P 0
16582 68 128 P 0
16769 128 1 P 0
16521 7 128 P 0
16469 -1 84 P 0
16731 128 39 P 0
16447 -1 62 P 0
16609 95 128 P 0
16553 39 128 P 0
16385 -1 0 P 0
16655 128 115 P 0
16665 128 105 P 0
16641 127 128 P 0
16816 83 -1 P 0
16564 50 128 P 0
16602 88 128 P 0
16502 -1 117 P 0
16852 47 -1 P 0
16746 128 24 P 0
16473 -1 88 P 0
16480 -1 95 P 0
16560 46 128 P 0
16708 128 62 P 0
16881 18 -1 P 0
16596 82 128 P 0
16418 -1 33 P 0
16686 128 84 P 0
16396 -1 11 P 0
16571 57 128 P 0
16696 128 74 P 0
16515 1 128 P 0
16611 97 128 P 0
16623 109 128 P 0
16674 128 96 P 0
16509 -1 124 P 0
16603 89 128 P 0
16794 105 -1 P 0
16739 128 31 P 0
16724 128 46 P 0
16646 128 124 P 0
16455 -1 70 P 0
16830 69 -1 P 0
16717 128 53 P 0
16807 92 -1 P 0
16882 17 -1 P 0
16425 -1 40 P 0
16630 116 128 P 0
16859 40 -1 P 0
16727 128 43 P 0
16574 60 128 P 0
