0 1
64 1
128 1
192 1
256 1
320 1
384 1
448 1
512 1
576 1
640 1
704 1
768 1
832 1
896 1
960 1
1024 1
1088 1
1152 1
1216 1
1280 1
1344 1
1408 1
1472 1
1536 1
1600 1
1664 1
1728 1
1792 1
1856 1
1920 1
1984 1
2048 1
2112 1
2176 1
2240 1
2304 1
2368 1
2432 1
2496 1
2560 1
2624 1
2688 1
2752 1
2816 1
2880 1
2944 1
3008 1
3072 1
3136 1
3200 1
3264 1
3328 1
3392 1
3456 1
3520 1
3584 1
3648 1
3712 1
3776 1
3840 1
3904 1
3968 1
4032 1
1 1
65 1
129 1
193 1
257 1
321 1
385 1
449 1
513 1
577 1
641 1
705 1
769 1
833 1
897 1
961 1
1025 1
1089 1
1153 1
1217 1
1281 1
1345 1
1409 1
1473 1
1537 1
1601 1
1665 1
1729 1
1793 1
1857 1
1921 1
1985 1
2049 1
2113 1
2177 1
2241 1
2305 1
2369 1
2433 1
2497 1
2561 1
2625 1
2689 1
2753 1
2817 1
2881 1
2945 1
3009 1
3073 1
3137 1
3201 1
3265 1
3329 1
3393 1
3457 1
3521 1
3585 1
3649 1
3713 1
3777 1
3841 1
3905 1
3969 1
4033 1
2 1
66 1
130 1
194 1
258 1
322 1
386 1
450 1
514 1
578 1
642 1
706 1
770 1
834 1
898 1
962 1
1026 1
1090 1
1154 1
1218 1
1282 1
1346 1
1410 1
1474 1
1538 1
1602 1
1666 1
1730 1
1794 1
1858 1
1922 1
1986 1
2050 1
2114 1
2178 1
2242 1
2306 1
2370 1
2434 1
2498 1
2562 1
2626 1
2690 1
2754 1
2818 1
2882 1
2946 1
3010 1
3074 1
3138 1
3202 1
3266 1
3330 1
3394 1
3458 1
3522 1
3586 1
3650 1
3714 1
3778 1
3842 1
3906 1
3970 1
4034 1
3 1
67 1
131 1
195 1
259 1
323 1
387 1
451 1
515 1
579 1
643 1
707 1
771 1
835 1
899 1
963 1
1027 1
1091 1
1155 1
1219 1
1283 1
1347 1
1411 1
1475 1
1539 1
1603 1
1667 1
1731 1
1795 1
1859 1
1923 1
1987 1
2051 1
2115 1
2179 1
2243 1
2307 1
2371 1
2435 1
2499 1
2563 1
2627 1
2691 1
2755 1
2819 1
2883 1
2947 1
3011 1
3075 1
3139 1
3203 1
3267 1
3331 1
3395 1
3459 1
3523 1
3587 1
3651 1
3715 1
3779 1
3843 1
3907 1
3971 1
4035 1
4 1
68 1
132 1
196 1
260 1
324 1
388 1
452 1
516 1
580 1
644 1
708 1
772 1
836 1
900 1
964 1
1028 1
1092 1
1156 1
1220 1
1284 1
1348 1
1412 1
1476 1
1540 1
1604 1
1668 1
1732 1
1796 1
1860 1
1924 1
1988 1
2052 1
2116 1
2180 1
2244 1
2308 1
2372 1
2436 1
2500 1
2564 1
2628 1
2692 1
2756 1
2820 1
2884 1
2948 1
3012 1
3076 1
3140 1
3204 1
3268 1
3332 1
3396 1
3460 1
3524 1
3588 1
3652 1
3716 1
3780 1
3844 1
3908 1
3972 1
4036 1
5 1
69 1
133 1
197 1
261 1
325 1
389 1
453 1
517 1
581 1
645 1
709 1
773 1
837 1
901 1
965 1
1029 1
1093 1
1157 1
1221 1
1285 1
1349 1
1413 1
1477 1
1541 1
1605 1
1669 1
1733 1
1797 1
1861 1
1925 1
1989 1
2053 1
2117 1
2181 1
2245 1
2309 1
2373 1
2437 1
2501 1
2565 1
2629 1
2693 1
2757 1
2821 1
2885 1
2949 1
3013 1
3077 1
3141 1
3205 1
3269 1
3333 1
3397 1
3461 1
3525 1
3589 1
3653 1
3717 1
3781 1
3845 1
3909 1
3973 1
4037 1
6 1
70 1
134 1
198 1
262 1
326 1
390 1
454 1
518 1
582 1
646 1
710 1
774 1
838 1
902 1
966 1
1030 1
1094 1
1158 1
1222 1
1286 1
1350 1
1414 1
1478 1
1542 1
1606 1
1670 1
1734 1
1798 1
1862 1
1926 1
1990 1
2054 1
2118 1
2182 1
2246 1
2310 1
2374 1
2438 1
2502 1
2566 1
2630 1
2694 1
2758 1
2822 1
2886 1
2950 1
3014 1
3078 1
3142 1
3206 1
3270 1
3334 1
3398 1
3462 1
3526 1
3590 1
3654 1
3718 1
3782 1
3846 1
3910 1
3974 1
4038 1
7 1
71 1
135 1
199 1
263 1
327 1
391 1
455 1
519 1
583 1
647 1
711 1
775 1
839 1
903 1
967 1
1031 1
1095 1
1159 1
1223 1
1287 1
1351 1
1415 1
1479 1
1543 1
1607 1
1671 1
1735 1
1799 1
1863 1
1927 1
1991 1
2055 1
2119 1
2183 1
2247 1
2311 1
2375 1
2439 1
2503 1
2567 1
2631 1
2695 1
2759 1
2823 1
2887 1
2951 1
3015 1
3079 1
3143 1
3207 1
3271 1
3335 1
3399 1
3463 1
3527 1
3591 1
3655 1
3719 1
3783 1
3847 1
3911 1
3975 1
4039 1
8 1
72 1
136 1
200 1
264 1
328 1
392 1
456 1
520 1
584 1
648 1
712 1
776 1
840 1
904 1
968 1
1032 1
1096 1
1160 1
1224 1
1288 1
1352 1
1416 1
1480 1
1544 1
1608 1
1672 1
1736 1
1800 1
1864 1
1928 1
1992 1
2056 1
2120 1
2184 1
2248 1
2312 1
2376 1
2440 1
2504 1
2568 1
2632 1
2696 1
2760 1
2824 1
2888 1
2952 1
3016 1
3080 1
3144 1
3208 1
3272 1
3336 1
3400 1
3464 1
3528 1
3592 1
3656 1
3720 1
3784 1
3848 1
3912 1
3976 1
4040 1
9 1
73 1
137 1
201 1
265 1
329 1
393 1
457 1
521 1
