2D cartesian 1 1 50 50
0 0 0
1 1 0
2 2 0
3 3 0
4 4 0
5 5 0
6 6 0
7 7 0
8 8 0
9 9 0
10 10 0
11 11 0
12 12 0
13 13 0
14 14 0
15 15 0
16 16 0
17 17 0
18 18 0
19 19 0
20 20 0
21 21 0
22 22 0
23 23 0
24 24 0
25 25 0
26 26 0
27 27 0
28 28 0
29 29 0
30 30 0
31 31 0
32 32 0
33 33 0
34 34 0
35 35 0
36 36 0
37 37 0
38 38 0
39 39 0
40 40 0
41 41 0
42 42 0
43 43 0
44 44 0
45 45 0
46 46 0
47 47 0
48 48 0
49 49 0
50 0 1
51 1 1
52 2 1
53 3 1
54 4 1
55 5 1
56 6 1
57 7 1
58 8 1
59 9 1
60 10 1
61 11 1
62 12 1
63 13 1
64 14 1
65 15 1
66 16 1
67 17 1
68 18 1
69 19 1
70 20 1
71 21 1
72 22 1
73 23 1
74 24 1
75 25 1
76 26 1
77 27 1
78 28 1
79 29 1
80 30 1
81 31 1
82 32 1
83 33 1
84 34 1
85 35 1
86 36 1
87 37 1
88 38 1
89 39 1
90 40 1
91 41 1
92 42 1
93 43 1
94 44 1
95 45 1
96 46 1
97 47 1
98 48 1
99 49 1
100 0 2
101 1 2
102 2 2
103 3 2
104 4 2
105 5 2
106 6 2
107 7 2
108 8 2
109 9 2
110 10 2
111 11 2
112 12 2
113 13 2
114 14 2
115 15 2
116 16 2
117 17 2
118 18 2
119 19 2
120 20 2
121 21 2
122 22 2
123 23 2
124 24 2
125 25 2
126 26 2
127 27 2
128 28 2
129 29 2
130 30 2
131 31 2
132 32 2
133 33 2
134 34 2
135 35 2
136 36 2
137 37 2
138 38 2
139 39 2
140 40 2
141 41 2
142 42 2
143 43 2
144 44 2
145 45 2
146 46 2
147 47 2
148 48 2
149 49 2
150 0 3
151 1 3
152 2 3
153 3 3
154 4 3
155 5 3
156 6 3
157 7 3
158 8 3
159 9 3
160 10 3
161 11 3
162 12 3
163 13 3
164 14 3
165 15 3
166 16 3
167 17 3
168 18 3
169 19 3
170 20 3
171 21 3
172 22 3
173 23 3
174 24 3
175 25 3
176 26 3
177 27 3
178 28 3
179 29 3
180 30 3
181 31 3
182 32 3
183 33 3
184 34 3
185 35 3
186 36 3
187 37 3
188 38 3
189 39 3
190 40 3
191 41 3
192 42 3
193 43 3
194 44 3
195 45 3
196 46 3
197 47 3
198 48 3
199 49 3
200 0 4
201 1 4
202 2 4
203 3 4
204 4 4
205 5 4
206 6 4
207 7 4
208 8 4
209 9 4
210 10 4
211 11 4
212 12 4
213 13 4
214 14 4
215 15 4
216 16 4
217 17 4
218 18 4
219 19 4
220 20 4
221 21 4
222 22 4
223 23 4
224 24 4
225 25 4
226 26 4
227 27 4
228 28 4
229 29 4
230 30 4
231 31 4
232 32 4
233 33 4
234 34 4
235 35 4
236 36 4
237 37 4
238 38 4
239 39 4
240 40 4
241 41 4
242 42 4
243 43 4
244 44 4
245 45 4
246 46 4
247 47 4
248 48 4
249 49 4
250 0 5
251 1 5
252 2 5
253 3 5
254 4 5
255 5 5
256 6 5
257 7 5
258 8 5
259 9 5
260 10 5
261 11 5
262 12 5
263 13 5
264 14 5
265 15 5
266 16 5
267 17 5
268 18 5
269 19 5
270 20 5
271 21 5
272 22 5
273 23 5
274 24 5
275 25 5
276 26 5
277 27 5
278 28 5
279 29 5
280 30 5
281 31 5
282 32 5
283 33 5
284 34 5
285 35 5
286 36 5
287 37 5
288 38 5
289 39 5
290 40 5
291 41 5
292 42 5
293 43 5
294 44 5
295 45 5
296 46 5
297 47 5
298 48 5
299 49 5
300 0 6
301 1 6
302 2 6
303 3 6
304 4 6
305 5 6
306 6 6
307 7 6
308 8 6
309 9 6
310 10 6
311 11 6
312 12 6
313 13 6
314 14 6
315 15 6
316 16 6
317 17 6
318 18 6
319 19 6
320 20 6
321 21 6
322 22 6
323 23 6
324 24 6
325 25 6
326 26 6
327 27 6
328 28 6
329 29 6
330 30 6
331 31 6
332 32 6
333 33 6
334 34 6
335 35 6
336 36 6
337 37 6
338 38 6
339 39 6
340 40 6
341 41 6
342 42 6
343 43 6
344 44 6
345 45 6
346 46 6
347 47 6
348 48 6
349 49 6
350 0 7
351 1 7
352 2 7
353 3 7
354 4 7
355 5 7
356 6 7
357 7 7
358 8 7
359 9 7
360 10 7
361 11 7
362 12 7
363 13 7
364 14 7
365 15 7
366 16 7
367 17 7
368 18 7
369 19 7
370 20 7
371 21 7
372 22 7
373 23 7
374 24 7
375 25 7
376 26 7
377 27 7
378 28 7
379 29 7
380 30 7
381 31 7
382 32 7
383 33 7
384 34 7
385 35 7
386 36 7
387 37 7
388 38 7
389 39 7
390 40 7
391 41 7
392 42 7
393 43 7
394 44 7
395 45 7
396 46 7
397 47 7
398 48 7
399 49 7
400 0 8
401 1 8
402 2 8
403 3 8
404 4 8
405 5 8
406 6 8
407 7 8
408 8 8
409 9 8
410 10 8
411 11 8
412 12 8
413 13 8
414 14 8
415 15 8
416 16 8
417 17 8
418 18 8
419 19 8
420 20 8
421 21 8
422 22 8
423 23 8
424 24 8
425 25 8
426 26 8
427 27 8
428 28 8
429 29 8
430 30 8
431 31 8
432 32 8
433 33 8
434 34 8
435 35 8
436 36 8
437 37 8
438 38 8
439 39 8
440 40 8
441 41 8
442 42 8
443 43 8
444 44 8
445 45 8
446 46 8
447 47 8
448 48 8
449 49 8
450 0 9
451 1 9
452 2 9
453 3 9
454 4 9
455 5 9
456 6 9
457 7 9
458 8 9
459 9 9
460 10 9
461 11 9
462 12 9
463 13 9
464 14 9
465 15 9
466 16 9
467 17 9
468 18 9
469 19 9
470 20 9
471 21 9
472 22 9
473 23 9
474 24 9
475 25 9
476 26 9
477 27 9
478 28 9
479 29 9
480 30 9
481 31 9
482 32 9
483 33 9
484 34 9
485 35 9
486 36 9
487 37 9
488 38 9
489 39 9
490 40 9
491 41 9
492 42 9
493 43 9
494 44 9
495 45 9
496 46 9
497 47 9
498 48 9
499 49 9
500 0 10
501 1 10
502 2 10
503 3 10
504 4 10
505 5 10
506 6 10
507 7 10
508 8 10
509 9 10
510 10 10
511 11 10
512 12 10
513 13 10
514 14 10
515 15 10
516 16 10
517 17 10
518 18 10
519 19 10
520 20 10
521 21 10
522 22 10
523 23 10
524 24 10
525 25 10
526 26 10
527 27 10
528 28 10
529 29 10
530 30 10
531 31 10
532 32 10
533 33 10
534 34 10
535 35 10
536 36 10
537 37 10
538 38 10
539 39 10
540 40 10
541 41 10
542 42 10
543 43 10
544 44 10
545 45 10
546 46 10
547 47 10
548 48 10
549 49 10
550 0 11
551 1 11
552 2 11
553 3 11
554 4 11
555 5 11
556 6 11
557 7 11
558 8 11
559 9 11
560 10 11
561 11 11
562 12 11
563 13 11
564 14 11
565 15 11
566 16 11
567 17 11
568 18 11
569 19 11
570 20 11
571 21 11
572 22 11
573 23 11
574 24 11
575 25 11
576 26 11
577 27 11
578 28 11
579 29 11
580 30 11
581 31 11
582 32 11
583 33 11
584 34 11
585 35 11
586 36 11
587 37 11
588 38 11
589 39 11
590 40 11
591 41 11
592 42 11
593 43 11
594 44 11
595 45 11
596 46 11
597 47 11
598 48 11
599 49 11
600 0 12
601 1 12
602 2 12
603 3 12
604 4 12
605 5 12
606 6 12
607 7 12
608 8 12
609 9 12
610 10 12
611 11 12
612 12 12
613 13 12
614 14 12
615 15 12
616 16 12
617 17 12
618 18 12
619 19 12
620 20 12
621 21 12
622 22 12
623 23 12
624 24 12
625 25 12
626 26 12
627 27 12
628 28 12
629 29 12
630 30 12
631 31 12
632 32 12
633 33 12
634 34 12
635 35 12
636 36 12
637 37 12
