10380 23 -1 P 0
10357 46 -1 P 0
10067 -1 66 P 0
10178 76 100 P 0
10037 -1 36 P 0
10208 100 94 P 0
10015 -1 14 P 0
10257 100 45 P 0
10017 -1 16 P 0
10132 30 100 P 0
10291 100 11 P 0
10157 55 100 P 0
10100 -1 99 P 0
10285 100 17 P 0
10173 71 100 P 0
10070 -1 69 P 0
10358 45 -1 P 0
10335 68 -1 P 0
10048 -1 47 P 0
10233 100 69 P 0
10387 16 -1 P 0
10050 -1 49 P 0
10028 -1 27 P 0
10252 100 50 P 0
10278 100 24 P 0
10163 61 100 P 0
10190 88 100 P 0
10174 72 100 P 0
10077 -1 76 P 0
10244 100 58 P 0
10179 77 100 P 0
10336 67 -1 P 0
10087 -1 86 P 0
10313 90 -1 P 0
10372 31 -1 P 0
10057 -1 56 P 0
10349 54 -1 P 0
10214 100 88 P 0
10003 -1 2 P 0
10153 51 100 P 0
10245 100 57 P 0
10169 67 100 P 0
10295 100 7 P 0
10194 92 100 P 0
10367 36 -1 P 0
10090 -1 89 P 0
10227 100 75 P 0
10314 89 -1 P 0
10036 -1 35 P 0
10221 100 81 P 0
10350 53 -1 P 0
10327 76 -1 P 0
10006 -1 5 P 0
10402 1 -1 P 0
10270 100 32 P 0
10379 24 -1 P 0
10112 10 100 P 0
10159 57 100 P 0
10288 100 14 P 0
10175 73 100 P 0
10282 100 20 P 0
10200 98 100 P 0
10065 -1 64 P 0
10134 32 100 P 0
10043 -1 42 P 0
10102 0 100 P 0
10013 -1 12 P 0
10328 75 -1 P 0
10255 100 47 P 0
10305 98 -1 P 0
10023 -1 22 P 0
10364 39 -1 P 0
10341 62 -1 P 0
10249 100 53 P 0
10098 -1 97 P 0
10393 10 -1 P 0
10145 43 100 P 0
10283 100 19 P 0
10170 68 100 P 0
10009 -1 8 P 0
10076 -1 75 P 0
10106 4 100 P 0
10046 -1 45 P 0
10231 100 71 P 0
10056 -1 55 P 0
10124 22 100 P 0
10149 47 100 P 0
10026 -1 25 P 0
10306 97 -1 P 0
10242 100 60 P 0
10342 61 -1 P 0
10322 81 -1 P 0
10319 84 -1 P 0
10276 100 26 P 0
10394 9 -1 P 0
10371 32 -1 P 0
10151 49 100 P 0
10206 100 96 P 0
10176 74 100 P 0
10085 -1 84 P 0
10224 100 78 P 0
10063 -1 62 P 0
10218 100 84 P 0
10001 -1 0 P 0
10243 100 59 P 0
10155 53 100 P 0
10166 64 100 P 0
10301 100 1 P 0
10320 83 -1 P 0
10171 69 100 P 0
10182 80 100 P 0
10356 47 -1 P 0
10333 70 -1 P 0
10096 -1 95 P 0
10385 18 -1 P 0
10034 -1 33 P 0
10219 100 83 P 0
10012 -1 11 P 0
10268 100 34 P 0
10125 23 100 P 0
10294 100 8 P 0
10141 39 100 P 0
10188 86 100 P 0
10280 100 22 P 0
10071 -1 70 P 0
10334 69 -1 P 0
10311 92 -1 P 0
10386 17 -1 P 0
10041 -1 40 P 0
10212 100 90 P 0
10397 6 -1 P 0
10104 2 100 P 0
10261 100 41 P 0
10021 -1 20 P 0
10167 65 100 P 0
10247 100 55 P 0
10192 90 100 P 0
10273 100 29 P 0
10074 -1 73 P 0
10312 91 -1 P 0
10084 -1 83 P 0
10237 100 65 P 0
10348 55 -1 P 0
10054 -1 53 P 0
10325 78 -1 P 0
10121 19 100 P 0
10400 3 -1 P 0
10377 26 -1 P 0
10032 -1 31 P 0
10137 35 100 P 0
10240 100 62 P 0
10162 60 100 P 0
10298 100 4 P 0
10204 100 98 P 0
10091 -1 90 P 0
10230 100 72 P 0
10116 14 100 P 0
10061 -1 60 P 0
10216 100 86 P 0
10326 77 -1 P 0
10303 100 -1 P 0
10007 -1 6 P 0
10378 25 -1 P 0
10265 100 37 P 0
10355 48 -1 P 0
10079 -1 78 P 0
10391 12 -1 P 0
10143 41 100 P 0
10068 -1 67 P 0
10168 66 100 P 0
10109 7 100 P 0
10184 82 100 P 0
10094 -1 93 P 0
10040 -1 39 P 0
10209 100 93 P 0
10010 -1 9 P 0
10304 99 -1 P 0
10158 56 100 P 0
10258 100 44 P 0
10020 -1 19 P 0
10340 63 -1 P 0
10317 86 -1 P 0
10292 100 10 P 0
10113 11 100 P 0
10392 11 -1 P 0
10099 -1 98 P 0
10286 100 16 P 0
10069 -1 68 P 0
10201 99 100 P 0
10047 -1 46 P 0
10234 100 68 P 0
10049 -1 48 P 0
10117 15 100 P 0
10254 100 48 P 0
10259 100 43 P 0
10108 6 100 P 0
10027 -1 26 P 0
10133 31 100 P 0
10180 78 100 P 0
10253 100 49 P 0
10318 85 -1 P 0
10310 93 -1 P 0
10196 94 100 P 0
10271 100 31 P 0
10370 33 -1 P 0
10347 56 -1 P 0
10080 -1 79 P 0
10299 100 3 P 0
10383 20 -1 P 0
10082 -1 81 P 0
10235 100 67 P 0
10060 -1 59 P 0
10030 -1 29 P 0
10123 21 100 P 0
10226 100 76 P 0
10246 100 56 P 0
10139 37 100 P 0
10296 100 6 P 0
10150 48 100 P 0
10332 71 -1 P 0
10309 94 -1 P 0
10089 -1 88 P 0
10384 19 -1 P 0
10228 100 74 P 0
10361 42 -1 P 0
10035 -1 34 P 0
10222 100 80 P 0
10129 27 100 P 0
10005 -1 4 P 0
10154 52 100 P 0
10263 100 39 P 0
10289 100 13 P 0
10172 70 100 P 0
10197 95 100 P 0
10362 41 -1 P 0
10038 -1 37 P 0
10339 64 -1 P 0
10207 100 95 P 0
10398 5 -1 P 0
10401 2 -1 P 0
10016 -1 15 P 0
10375 28 -1 P 0
10256 100 46 P 0
10135 33 100 P 0
10018 -1 17 P 0
10160 58 100 P 0
10250 100 52 P 0
10097 -1 96 P 0
10284 100 18 P 0
10115 13 100 P 0
10075 -1 74 P 0
10045 -1 44 P 0
10232 100 70 P 0
10324 79 -1 P 0
10055 -1 54 P 0
10376 27 -1 P 0
10353 50 -1 P 0
10105 3 100 P 0
10025 -1 24 P 0
10130 28 100 P 0
10251 100 51 P 0
10389 14 -1 P 0
10146 44 100 P 0
10193 91 100 P 0
10078 -1 77 P 0
10088 -1 87 P 0
10225 100 77 P 0
10058 -1 57 P 0
10156 54 100 P 0
10004 -1 3 P 0
10354 49 -1 P 0
10331 72 -1 P 0
10111 9 100 P 0
10390 13 -1 P 0
10136 34 100 P 0
10302 100 0 P 0
10152 50 100 P 0
10199 97 100 P 0
10095 -1 94 P 0
10033 -1 32 P 0
10220 100 82 P 0
10126 24 100 P 0
10011 -1 10 P 0
10131 29 100 P 0
10269 100 33 P 0
10142 40 100 P 0
10316 87 -1 P 0
10287 100 15 P 0
10368 35 -1 P 0
10345 58 -1 P 0
10281 100 21 P 0
10381 22 -1 P 0
10066 -1 65 P 0
10044 -1 43 P 0
10213 100 89 P 0
10014 -1 13 P 0
10138 36 100 P 0
10262 100 40 P 0
10148 46 100 P 0
10024 -1 23 P 0
10248 100 54 P 0
10164 62 100 P 0
10189 87 100 P 0
10274 100 28 P 0
10346 57 -1 P 0
10323 80 -1 P 0
10073 -1 72 P 0
10382 21 -1 P 0
10359 44 -1 P 0
10083 -1 82 P 0
10238 100 64 P 0
10127 25 100 P 0
10053 -1 52 P 0
10031 -1 30 P 0
10241 100 61 P 0
10107 5 100 P 0
10118 16 100 P 0
10275 100 27 P 0
10195 93 100 P 0
10205 100 97 P 0
10086 -1 85 P 0
10147 45 100 P 0
10223 100 79 P 0
10337 66 -1 P 0
10396 7 -1 P 0
10064 -1 63 P 0
10373 30 -1 P 0
10217 100 85 P 0
10122 20 100 P 0
10002 -1 1 P 0
10266 100 36 P 0
10185 83 100 P 0
10000 -1 -1 P 0
10300 100 2 P 0
10140 38 100 P 0
10165 63 100 P 0
10093 -1 92 P 0
10338 65 -1 P 0
10308 95 -1 P 0
10039 -1 38 P 0
10315 88 -1 P 0
10210 100 92 P 0
10374 29 -1 P 0
10351 52 -1 P 0
10103 1 100 P 0
10128 26 100 P 0
10267 100 35 P 0
10403 0 -1 P 0
10019 -1 18 P 0
10119 17 100 P 0
10293 100 9 P 0
10144 42 100 P 0
10191 89 100 P 0
10279 100 23 P 0
10072 -1 71 P 0
10360 43 -1 P 0
10042 -1 41 P 0
10211 100 91 P 0
10052 -1 51 P 0
10277 100 25 P 0
10352 51 -1 P 0
10260 100 42 P 0
10329 74 -1 P 0
10022 -1 21 P 0
10388 15 -1 P 0
10365 38 -1 P 0
10114 12 100 P 0
10161 59 100 P 0
10101 -1 100 P 0
10186 84 100 P 0
10272 100 30 P 0
10177 75 100 P 0
10363 40 -1 P 0
10202 100 100 P 0
10369 34 -1 P 0
10081 -1 80 P 0
10236 100 66 P 0
10059 -1 58 P 0
10029 -1 28 P 0
10330 73 -1 P 0
10181 79 100 P 0
10307 96 -1 P 0
10239 100 63 P 0
10366 37 -1 P 0
10051 -1 50 P 0
10343 60 -1 P 0
10297 100 5 P 0
10120 18 100 P 0
10399 4 -1 P 0
10395 8 -1 P 0
10203 100 99 P 0
10183 81 100 P 0
10092 -1 91 P 0
10229 100 73 P 0
10062 -1 61 P 0
10215 100 87 P 0
10008 -1 7 P 0
10110 8 100 P 0
10264 100 38 P 0
10187 85 100 P 0
10290 100 12 P 0
10344 59 -1 P 0
10198 96 100 P 0
10321 82 -1 P 0
